tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
115	SP1	326.37	327.76	1.39	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 [nono è vero è vero]	[nono è vero è vero]	nono è vero è vero
116	SP2	326.37	327.76	1.39	True	0	0	0	0	0	0	0	0	False	False	False	True	True	115=1.390	0	0	0	6	 [perché ho sempre preso la macchina	[perché ho sempre preso la macchina	perché ho sempre preso la macchina
117	SP2	328.49	332.1	3.61	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	14	 e:h invece a bologna dico vabbè ma sono solo dieci [quindici minuti a piedi] {ride}	e:h invece a bologna dico vabbè ma sono solo dieci [quindici minuti a piedi] {ride}	eh invece a bologna dico vabbè ma sono solo dieci quindici minuti a piedi {ride}
118	SP1	330.93	331.843	0.913	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [sìsì sìsì]	[sìsì sìsì]	sìsì sìsì
119	SP1	332.21	335.734	3.524	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 che se ci pensi da un fattore ambientale [è: proprio:]	che se ci pensi da un fattore ambientale [è: proprio:]	che se ci pensi da un fattore ambientale è proprio
120	SP2	334.4	335.105	0.705	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [mh sì]	[mh sì]	mh sì
121	SP1	336.657	336.848	0.191	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 una m-	una m-	una m-
122	SP2	336.902	345.09	8.188	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	27	 infatti: un po' vorrei poi dopo non lo faccio però quando torno a forlì vorrei un po' portarmi dietro questo: [questo cosa] questa camminata che mi è:	infatti: un po' vorrei poi dopo non lo faccio però quando torno a forlì vorrei un po' portarmi dietro questo: [questo cosa] questa camminata che mi è:	infatti un po' vorrei poi dopo non lo faccio però quando torno a forlì vorrei un po' portarmi dietro questo questo cosa questa camminata che mi è
123	SP1	342.736	343.335	0.599	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [queste cose]	[queste cose]	queste cose
124	SP1	345.17	347.986	2.816	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 beh dai è anche una bella cosa che ti ha lasciato [comunque]	beh dai è anche una bella cosa che ti ha lasciato [comunque]	beh dai è anche una bella cosa che ti ha lasciato comunque
125	SP2	347.23	349.801	2.571	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 [sì no quello:] quello sì sicuramente:	[sì no quello:] quello sì sicuramente:	sì no quello quello sì sicuramente
126	SP2	350.81	353.57	2.76	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 perché: m:h cioè ti rendi conto che alla fine	perché: m:h cioè ti rendi conto che alla fine	perché mh cioè ti rendi conto che alla fine
127	SP2	354.345	361.513	7.168	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	28	 se ci pensi per ora che vai prendi la macchina pre- [trovi] il parcheggio alla fine non è che guadagni chissà quanto tempo [è proprio x la] sfatica di:	se ci pensi per ora che vai prendi la macchina pre- [trovi] il parcheggio alla fine non è che guadagni chissà quanto tempo [è proprio x la] sfatica di:	se ci pensi per ora che vai prendi la macchina pre- trovi il parcheggio alla fine non è che guadagni chissà quanto tempo è proprio x la sfatica di
128	SP1	356.684	356.971	0.287	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [eh]	[eh]	eh
129	SP1	359.394	360.306	0.912	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [anche secondo me]	[anche secondo me]	anche secondo me
130	SP1	361.744	362.36	0.616	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [è vero]	[è vero]	è vero
131	SP2	361.744	363.191	1.447	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 [dire vado] a piedi però	[dire vado] a piedi però	dire vado a piedi però
132	SP2	364.222	369.47	5.248	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	19	 sì no secondo me è: quello è anche il bello di bologna che: cioè cammini cammini [tutto il te-]	sì no secondo me è: quello è anche il bello di bologna che: cioè cammini cammini [tutto il te-]	sì no secondo me è quello è anche il bello di bologna che cioè cammini cammini tutto il te-
133	SP1	368.801	370.71	1.909	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 [sembra tutto] vicino [sìsìsì]	[sembra tutto] vicino [sìsìsì]	sembra tutto vicino sìsìsì
134	SP2	370.041	372.208	2.167	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 [sembra tutto] vicino: e ti abitui a camminare	[sembra tutto] vicino: e ti abitui a camminare	sembra tutto vicino e ti abitui a camminare
135	SP2	372.8	375.701	2.901	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	1, f-la:	7	 un po' la f-la: cultura della camminata [bolognese] {ride}	un po' la f-la: cultura della camminata [bolognese] {ride}	un po' la f-la: cultura della camminata bolognese {ride}
136	SP1	374.63	375.45	0.82	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [mhmh è vero]	[mhmh è vero]	mhmh è vero
137	SP1	376.073	378.21	2.137	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	 infatti poi c'è anche tutto il percorso di andare su	infatti poi c'è anche tutto il percorso di andare su	infatti poi c' è anche tutto il percorso di andare su
138	SP2	378.3	379.541	1.241	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 eh infatti sìsìsì	eh infatti sìsìsì	eh infatti sìsìsì
139	SP1	379.79	384.778	4.988	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 e:h invece gli aspetti più: negativi che: proprio vorresti cambiare della città?	e:h invece gli aspetti più: negativi che: proprio vorresti cambiare della città?	eh invece gli aspetti più negativi che proprio vorresti cambiare della città
140	SP2	385.769	391.779	6.01	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 allora e:h un po' ne abbiam parlato già e:h l- la questione: m:h	allora e:h un po' ne abbiam parlato già e:h l- la questione: m:h	allora eh un po' ne abbiam parlato già eh l- la questione mh
141	SP2	392.709	394.88	2.171	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 immobiliare a [bologna è molto] difficile	immobiliare a [bologna è molto] difficile	immobiliare a bologna è molto difficile
142	SP1	393.56	394.368	0.808	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [mhmh sì]	[mhmh sì]	mhmh sì
143	SP2	395.619	398.834	3.215	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 sia per gli affitti che per le vendite è proprio:	sia per gli affitti che per le vendite è proprio:	sia per gli affitti che per le vendite è proprio
144	SP2	399.6	407.621	8.021	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	25	 infatti devo- m:h devono fare qualcosa perché non non è possibile: continuare così io vedo anche i miei studenti perché io seguo glio studenti internazionali	infatti devo- m:h devono fare qualcosa perché non non è possibile: continuare così io vedo anche i miei studenti perché io seguo glio studenti internazionali	infatti devo- mh devono fare qualcosa perché non non è possibile continuare così io vedo anche i miei studenti perché io seguo glio studenti internazionali
145	SP1	407.621	407.923	0.302	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mhmh	mhmh	mhmh
146	SP2	408.025	411.699	3.674	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	 che vengono a bologna a studiare: tutto il corso non solo: a fare l'erasmus	che vengono a bologna a studiare: tutto il corso non solo: a fare l'erasmus	che vengono a bologna a studiare tutto il corso non solo a fare l' erasmus
147	SP2	412.76	415.853	3.093	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 e:h e loro fanno davvero fatica cioè	e:h e loro fanno davvero fatica cioè	eh e loro fanno davvero fatica cioè
148	SP1	415.9	416.505	0.605	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 a trovare	a trovare	a trovare
149	SP2	416.6	416.97	0.37	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 noi	noi	noi
150	SP2	417.554	423.64	6.086	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	19	 alcuni eh arrivano e poi tornano a casa perché non trovano casa cioè per far capire il livello di:	alcuni eh arrivano e poi tornano a casa perché non trovano casa cioè per far capire il livello di:	alcuni eh arrivano e poi tornano a casa perché non trovano casa cioè per far capire il livello di
151	SP2	424.322	430.38	6.058	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	 di difficoltà e:h questo secondo me sicuramente il comunque deve lavorare per per rendere più accessibile:	di difficoltà e:h questo secondo me sicuramente il comunque deve lavorare per per rendere più accessibile:	di difficoltà eh questo secondo me sicuramente il comunque deve lavorare per per rendere più accessibile
152	SP1	430.526	431.543	1.017	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	 sì anche [secondo me]	sì anche [secondo me]	sì anche secondo me
153	SP2	431.13	433.02	1.89	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 [l'abitabilità] sì non non è possibile	[l'abitabilità] sì non non è possibile	l' abitabilità sì non non è possibile
154	SP2	434.288	442.347	8.059	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	23	 e:h poi: un po': un po' di lavoro lo farei anche su: mh sul degrado che ogni tanto c'è in [alcune] strade:	e:h poi: un po': un po' di lavoro lo farei anche su: mh sul degrado che ogni tanto c'è in [alcune] strade:	eh poi un po' un po' di lavoro lo farei anche su mh sul degrado che ogni tanto c' è in alcune strade
155	SP1	441.472	441.862	0.39	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mhmh]	[mhmh]	mhmh
156	SP2	443.11	444.71	1.6	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 sia dal punto di vista del	sia dal punto di vista del	sia dal punto di vista del
157	SP2	445.89	448.87	2.98	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 appunto come dicevo dei graffiti [del] del come è mantenuto	appunto come dicevo dei graffiti [del] del come è mantenuto	appunto come dicevo dei graffiti del del come è mantenuto
158	SP1	447.19	447.486	0.296	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì]	[sì]	sì
159	SP1	448.89	449.176	0.286	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mhmh	mhmh	mhmh
160	SP2	449.232	454.379	5.147	True	0	0	2	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	 e:h come sono mantenuti i palazzi i portici si puo' si puo' migliorare sicuramente:	e:h come sono mantenuti i palazzi i portici si può si può migliorare sicuramente:	eh come sono mantenuti i palazzi i portici si può si può migliorare sicuramente
161	SP2	455.24	460.86	5.62	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	 da quel punto di vista: c'è an- ripeto molta gente: per strada anche	da quel punto di vista: c'è an- ripeto molta gente: per strada anche	da quel punto di vista c' è an- ripeto molta gente per strada anche
162	SP1	460.875	461.169	0.294	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mhmh	mhmh	mhmh
163	SP2	461.267	463.43	2.163	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 m:h barboni banalmente	m:h barboni banalmente	mh barboni banalmente
164	SP2	464.34	465.61	1.27	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 (o) persone che chiedono l'elemosina	(o) persone che chiedono l'elemosina	o persone che chiedono l' elemosina
165	SP1	465.745	466.7	0.955	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 esatto che:	esatto che:	esatto che
166	SP2	466.982	472.157	5.175	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 eh sì ho capito che è difficile trovare: [un modo per] ridurli però:	eh sì ho capito che è difficile trovare: [un modo per] ridurli però:	eh sì ho capito che è difficile trovare un modo per ridurli però
167	SP1	469.244	470.6	1.356	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	0	 [x]	[x]	x
168	SP2	472.804	476.81	4.006	True	0	0	1	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 quello sicuramente: è una delle cose su cui si puo' lavorare a bologna	quello sicuramente: è una delle cose su cui si può lavorare a bologna	quello sicuramente è una delle cose su cui si può lavorare a bologna
169	SP1	477.397	482.144	4.747	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 e:h a livello di sicurezza ti senti sicura per esempio in città o:	e:h a livello di sicurezza ti senti sicura per esempio in città o:	eh a livello di sicurezza ti senti sicura per esempio in città o
170	SP2	482.675	488.33	5.655	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	 m:h sì non non mi sono mai sentita mai proprio: m:h in pericolo diciamo	m:h sì non non mi sono mai sentita mai proprio: m:h in pericolo diciamo	mh sì non non mi sono mai sentita mai proprio mh in pericolo diciamo
171	SP1	488.397	488.689	0.292	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mhmh	mhmh	mhmh
172	SP2	489.37	493.53	4.16	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	 chiaro che se sei da solo e è una cert'ora: eviti magari qualche strada	chiaro che se sei da solo e è una cert'ora: eviti magari qualche strada	chiaro che se sei da solo e è una cert' ora eviti magari qualche strada
173	SP2	493.965	497.7	3.735	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	 fai fai delle strade in cui c'è più: più gente: o:	fai fai delle strade in cui c'è più: più gente: o:	fai fai delle strade in cui c' è più più gente o
174	SP2	498.42	503.51	5.09	True	0	0	0	0	0	0	0	0	False	False	False	False	True	175=0.699	0	0	0	14	 perché ripeto: capita magari che incontri quello ubriaco capita che incontri quello che m:h	perché ripeto: capita magari che incontri quello ubriaco capita che incontri quello che m:h	perché ripeto capita magari che incontri quello ubriaco capita che incontri quello che mh
175	SP1	501.86	502.559	0.699	True	0	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [esatto]	[esatto]	esatto
